NTAName,avg,NTA2020,date
Laurelton,2.992761041666667,QN1305,2024-12-28 19:27:22.166206
Lincoln Terrace Park,2.845868518518518,BK0891,2024-12-28 19:27:22.166206
Long Island City-Hunters Point,8.31877136111111,QN0201,2024-12-28 19:27:22.166206
Lower East Side,5.24669670798898,MN0302,2024-12-28 19:27:22.166206
Madison,10.718204421470341,BK1502,2024-12-28 19:27:22.166206
Manhattanville-West Harlem,10.377037731481481,MN0902,2024-12-28 19:27:22.166206
Mapleton-Midwood (West),7.591994898989899,BK1204,2024-12-28 19:27:22.166206
Marine Park-Mill Basin-Bergen Beach,15.34121867266414,BK1802,2024-12-28 19:27:22.166206
Marine Park-Plumb Island,5.051947083333334,BK1891,2024-12-28 19:27:22.166206
Mariner's Harbor-Arlington-Graniteville,5.115336078431373,SI0107,2024-12-28 19:27:22.166206
Maspeth,9.310509594356262,QN0501,2024-12-28 19:27:22.166206
Middle Village,9.403827546296297,QN0504,2024-12-28 19:27:22.166206
Midtown South-Flatiron-Union Square,9.685897693490539,MN0501,2024-12-28 19:27:22.166206
Midtown-Times Square,7.299060609555788,MN0502,2024-12-28 19:27:22.166206
Midwood,5.584121279761904,BK1403,2024-12-28 19:27:22.166206
Morningside Heights,13.068320413464216,MN0901,2024-12-28 19:27:22.166206
Mott Haven-Port Morris,2.3542369047619047,BX0101,2024-12-28 19:27:22.166206
Mount Hebron & Cedar Grove Cemeteries,1.0138666666666667,QN0871,2024-12-28 19:27:22.166206
Murray Hill-Broadway Flushing,5.833907638888888,QN0704,2024-12-28 19:27:22.166206
Murray Hill-Kips Bay,9.411757348731514,MN0603,2024-12-28 19:27:22.166206
New Dorp-Midland Beach,3.357386904761905,SI0202,2024-12-28 19:27:22.166206
New Springville-Willowbrook-Bulls Head-Travis,3.9601559368191723,SI0204,2024-12-28 19:27:22.166206
North Corona,2.5442388888888887,QN0303,2024-12-28 19:27:22.166206
Oakland Gardens-Hollis Hills,5.3561645238095235,QN1104,2024-12-28 19:27:22.166206
Oakwood-Richmondtown,4.260703703703704,SI0301,2024-12-28 19:27:22.166206
Ocean Hill,10.023368253968254,BK1601,2024-12-28 19:27:22.166206
Ozone Park (North),8.293516666666667,QN0904,2024-12-28 19:27:22.166206
Park Slope,3.2169465277777776,BK0602,2024-12-28 19:27:22.166206
Pomonok-Electchester-Hillcrest,4.415785447530864,QN0802,2024-12-28 19:27:22.166206
Port Richmond,5.488432392623715,SI0106,2024-12-28 19:27:22.166206
Prospect Heights,3.903917638888889,BK0801,2024-12-28 19:27:22.166206
Prospect Lefferts Gardens-Wingate,6.4883902601160415,BK0902,2024-12-28 19:27:22.166206
Prospect Park,10.818999999999999,BK5591,2024-12-28 19:27:22.166206
Queens Village,2.9840512911522636,QN1303,2024-12-28 19:27:22.166206
Queensboro Hill,3.2604231746031744,QN0706,2024-12-28 19:27:22.166206
Queensbridge-Ravenswood-Dutch Kills,0.7994,QN0105,2024-12-28 19:27:22.166206
Randall's Island,18.3088,MN1191,2024-12-28 19:27:22.166206
Rego Park,6.783976296296296,QN0601,2024-12-28 19:27:22.166206
Richmond Hill,9.488356527777777,QN0902,2024-12-28 19:27:22.166206
Ridgewood,10.7836032469245,QN0502,2024-12-28 19:27:22.166206
Rosebank-Shore Acres-Park Hill,4.437455208333333,SI0103,2024-12-28 19:27:22.166206
Rosedale,3.315749652777778,QN1307,2024-12-28 19:27:22.166206
Sheepshead Bay-Manhattan Beach-Gerritsen Beach,5.634729620181406,BK1503,2024-12-28 19:27:22.166206
Snug Harbor,14.6028875,SI0191,2024-12-28 19:27:22.166206
SoHo-Little Italy-Hudson Square,9.519218055555555,MN0201,2024-12-28 19:27:22.166206
South Jamaica,1.0794702083333334,QN1202,2024-12-28 19:27:22.166206
South Richmond Hill,12.2439625,QN0903,2024-12-28 19:27:22.166206
South Williamsburg,7.560460763888889,BK0103,2024-12-28 19:27:22.166206
Spring Creek-Starrett City,8.288933038720538,BK0504,2024-12-28 19:27:22.166206
Springfield Gardens (North)-Rochdale Village,2.9256895925925925,QN1204,2024-12-28 19:27:22.166206
Springfield Gardens (South)-Brookville,5.81915,QN1306,2024-12-28 19:27:22.166206
St. Albans,1.925663745210728,QN1205,2024-12-28 19:27:22.166206
St. George-New Brighton,4.7751847530525025,SI0101,2024-12-28 19:27:22.166206
St. John Cemetery,6.749116666666667,QN0573,2024-12-28 19:27:22.166206
Stuyvesant Town-Peter Cooper Village,20.319523611111112,MN0601,2024-12-28 19:27:22.166206
Sunnyside,4.160854067460318,QN0202,2024-12-28 19:27:22.166206
Sunset Park (Central),8.404636666666667,BK0703,2024-12-28 19:27:22.166206
Sunset Park (East)-Borough Park (West),3.4406765873015877,BK1201,2024-12-28 19:27:22.166206
Sunset Park (West),4.520465101010101,BK0702,2024-12-28 19:27:22.166206
The Battery-Governors Island-Ellis Island-Liberty Island,23.828866666666666,MN0191,2024-12-28 19:27:22.166206
Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,4.393455208333334,SI0203,2024-12-28 19:27:22.166206
Tompkinsville-Stapleton-Clifton-Fox Hills,6.455358597222222,SI0102,2024-12-28 19:27:22.166206
Tottenville-Charleston,6.2032783333333334,SI0305,2024-12-28 19:27:22.166206
Tribeca-Civic Center,7.548401574074075,MN0102,2024-12-28 19:27:22.166206
Upper East Side-Carnegie Hill,5.44947880051656,MN0802,2024-12-28 19:27:22.166206
Upper East Side-Lenox Hill-Roosevelt Island,5.071542596801346,MN0801,2024-12-28 19:27:22.166206
Upper East Side-Yorkville,2.7567259523809526,MN0803,2024-12-28 19:27:22.166206
Upper West Side (Central),13.30728528659612,MN0702,2024-12-28 19:27:22.166206
Upper West Side-Lincoln Square,6.522470010101011,MN0701,2024-12-28 19:27:22.166206
Upper West Side-Manhattan Valley,11.065975524691359,MN0703,2024-12-28 19:27:22.166206
Washington Heights (North),5.228411394383395,MN1202,2024-12-28 19:27:22.166206
Washington Heights (South),5.122683664374841,MN1201,2024-12-28 19:27:22.166206
West New Brighton-Silver Lake-Grymes Hill,3.1677348039215687,SI0104,2024-12-28 19:27:22.166206
West Village,6.522443402777778,MN0203,2024-12-28 19:27:22.166206
Westerleigh-Castleton Corners,6.561125496031747,SI0105,2024-12-28 19:27:22.166206
Whitestone-Beechhurst,2.8308451388888893,QN0702,2024-12-28 19:27:22.166206
Williamsburg,10.384057670454546,BK0102,2024-12-28 19:27:22.166206
Windsor Terrace-South Slope,4.280121333333333,BK0701,2024-12-28 19:27:22.166206
Woodhaven,8.588007407407408,QN0905,2024-12-28 19:27:22.166206
Woodside,10.848332638888888,QN0203,2024-12-28 19:27:22.166206
