code,direction,id,lat,locationType,lon,name,routeIds,wheelchairBoarding,route
306070,SE,MTA_306070,40.667771,0,-73.983627,9 ST/6 AV,['MTA NYCT_B61'],UNKNOWN,B61
306072,SE,MTA_306072,40.665492,0,-73.978902,9 ST/8 AV,['MTA NYCT_B61'],UNKNOWN,B61
306075,SW,MTA_306075,40.661372,0,-73.979653,PROSPECT PARK SOUTHWEST/BARTEL PRITCHARD SQ,['MTA NYCT_B61'],UNKNOWN,B61
306086,NE,MTA_306086,40.675026,0,-74.009604,OTSEGO ST/LORRAINE ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306087,E,MTA_306087,40.674455,0,-74.007354,LORRAINE ST/COLUMBIA ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306089,E,MTA_306089,40.673538,0,-74.00407,LORRAINE ST/HENRY ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306108,SW,MTA_306108,40.672692,0,-74.000598,COURT ST/LORRAINE ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306109,W,MTA_306109,40.673275,0,-74.002765,LORRAINE ST/CLINTON ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306110,W,MTA_306110,40.673821,0,-74.004756,LORRAINE ST/HENRY ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306111,W,MTA_306111,40.674226,0,-74.00628,LORRAINE ST/HICKS ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306112,W,MTA_306112,40.674751,0,-74.008022,LORRAINE ST/COLUMBIA ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306113,W,MTA_306113,40.675131,0,-74.009397,LORRAINE ST/OTSEGO ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306114,SW,MTA_306114,40.674574,0,-74.010824,DWIGHT ST/DIKEMAN ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306115,SW,MTA_306115,40.673779,0,-74.011781,DWIGHT ST/VAN DYKE ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
306116,NW,MTA_306116,40.674669,0,-74.013151,VAN DYKE ST/RICHARDS ST,['MTA NYCT_B61'],UNKNOWN,B61
306328,NE,MTA_306328,40.691215,0,-73.987395,SMITH ST/FULTON ST,"['MTA NYCT_B61', 'MTA NYCT_B65']",UNKNOWN,B61
306633,SE,MTA_306633,40.670368,0,-73.988987,9 ST/4 AV,['MTA NYCT_B61'],UNKNOWN,B61
306634,SE,MTA_306634,40.666884,0,-73.981778,9 ST/7 AV,['MTA NYCT_B61'],UNKNOWN,B61
306887,NE,MTA_306887,40.658677,0,-73.981741,PROSPECT PARK WEST/PROSPECT AV,['MTA NYCT_B61'],UNKNOWN,B61
306890,SW,MTA_306890,40.65857,0,-73.982065,PROSPECT PARK WEST/PROSPECT AV,['MTA NYCT_B61'],UNKNOWN,B61
306941,NE,MTA_306941,40.660724,0,-73.9796,PROSPECT PARK/SOUTHWEST,['MTA NYCT_B61'],UNKNOWN,B61
307010,NE,MTA_307010,40.68878,0,-73.98898,SMITH ST/ATLANTIC AV,"['MTA NYCT_B57', 'MTA NYCT_B61', 'MTA NYCT_B65']",UNKNOWN,B61
307047,NE,MTA_307047,40.657636,0,-73.982887,PROSPECT PARK WEST/18 ST,['MTA NYCT_B61'],UNKNOWN,B61
307227,SW,MTA_307227,40.657486,0,-73.983208,PROSPECT PARK WEST/18 ST,['MTA NYCT_B61'],UNKNOWN,B61
307408,S,MTA_307408,40.692022,0,-73.989228,BOERUM PL/JORALEMON ST,"['MTA NYCT_B61', 'MTA NYCT_B65']",UNKNOWN,B61
307521,SE,MTA_307521,40.658211,0,-73.985302,19 ST/8 AV,"['MTA NYCT_B61', 'MTA NYCT_B67', 'MTA NYCT_B69']",UNKNOWN,B61
307695,SE,MTA_307695,40.672384,0,-73.992997,9 ST/2 AV,['MTA NYCT_B61'],UNKNOWN,B61
307786,NW,MTA_307786,40.67462,0,-73.997412,9 ST/SMITH ST,['MTA NYCT_B61'],UNKNOWN,B61
307893,NE,MTA_307893,40.683269,0,-74.003479,COLUMBIA ST/CARROLL ST,['MTA NYCT_B61'],UNKNOWN,B61
308049,SW,MTA_308049,40.68943,0,-74.000632,COLUMBIA ST/CONGRESS ST,['MTA NYCT_B61'],UNKNOWN,B61
308080,NW,MTA_308080,40.672778,0,-73.993558,9 ST/2 AV,['MTA NYCT_B61'],UNKNOWN,B61
308081,SE,MTA_308081,40.674271,0,-73.996969,9 ST/SMITH ST,['MTA NYCT_B61'],UNKNOWN,B61
308109,NE,MTA_308109,40.682847,0,-74.006385,VAN BRUNT ST/HAMILTON AV,['MTA NYCT_B61'],UNKNOWN,B61
308118,NW,MTA_308118,40.667142,0,-73.981908,9 ST/7 AV,['MTA NYCT_B61'],UNKNOWN,B61
308119,NW,MTA_308119,40.668298,0,-73.984301,9 ST/6 AV,['MTA NYCT_B61'],UNKNOWN,B61
308121,SE,MTA_308121,40.671175,0,-73.990656,9 ST/3 AV,['MTA NYCT_B61'],UNKNOWN,B61
308561,SE,MTA_308561,40.672273,0,-74.011218,BEARD ST/OTSEGO ST,['MTA NYCT_B61'],UNKNOWN,B61
308562,NE,MTA_308562,40.687858,0,-74.001251,COLUMBIA ST/KANE ST,['MTA NYCT_B61'],UNKNOWN,B61
308563,NE,MTA_308563,40.688913,0,-74.000744,COLUMBIA ST/WARREN ST,['MTA NYCT_B61'],UNKNOWN,B61
308564,SW,MTA_308564,40.688292,0,-74.001193,COLUMBIA ST/BALTIC ST,['MTA NYCT_B61'],UNKNOWN,B61
308620,SW,MTA_308620,40.678284,0,-74.011822,VAN BRUNT ST/KING ST,['MTA NYCT_B61'],UNKNOWN,B61
801136,NE,MTA_801136,40.657574,0,-73.982948,PROSPECT PARK WEST/18 ST,['MTA NYCT_B61'],UNKNOWN,B61
801155,NE,MTA_801155,40.674045,0,-74.002126,CLINTON ST/LORRAINE ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
801156,E,MTA_801156,40.674952,0,-74.001168,MILL ST/CLINTON ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
901055,NE,MTA_901055,40.690715,0,-73.987693,SMITH ST/LIVINGSTON ST,"['MTA NYCT_B61', 'MTA NYCT_B65']",UNKNOWN,B61
901462,SE,MTA_901462,40.672313,0,-74.011308,BEARD ST/OTSEGO ST,"['MTA NYCT_B57', 'MTA NYCT_B61']",UNKNOWN,B61
200968,E,MTA_200968,40.504403,0,-74.243602,HYLAN BLVD/BRIGHTON ST,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
200970,E,MTA_200970,40.505398,0,-74.23832,HYLAN BLVD/SPRAGUE AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
200972,E,MTA_200972,40.506616,0,-74.233144,HYLAN BLVD/BEDELL AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
200978,NE,MTA_200978,40.514224,0,-74.206334,HYLAN BLVD/WOODVALE AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25']",UNKNOWN,SIM2
200979,NE,MTA_200979,40.516456,0,-74.20287,HYLAN BLVD/BAY VIEW AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25']",UNKNOWN,SIM2
200981,E,MTA_200981,40.519069,0,-74.196924,HYLAN BLVD/SEGUINE AV,"['MTA NYCT_S55', 'MTA NYCT_S56', 'MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2']",UNKNOWN,SIM2
200983,E,MTA_200983,40.523239,0,-74.187831,HYLAN BLVD/LUTEN AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2']",UNKNOWN,SIM2
201181,W,MTA_201181,40.523955,0,-74.186502,HYLAN BLVD/HUGUENOT AV,"['MTA NYCT_S55', 'MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2']",UNKNOWN,SIM2
201182,W,MTA_201182,40.52312,0,-74.188649,HYLAN BLVD/LUTEN AV,"['MTA NYCT_S55', 'MTA NYCT_S56', 'MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2']",UNKNOWN,SIM2
201184,W,MTA_201184,40.519247,0,-74.196959,HYLAN BLVD/SEGUINE AV,"['MTA NYCT_S55', 'MTA NYCT_S56', 'MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2']",UNKNOWN,SIM2
201186,SW,MTA_201186,40.516802,0,-74.202702,HYLAN BLVD/BAYVIEW AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25']",UNKNOWN,SIM2
201187,SW,MTA_201187,40.514278,0,-74.206589,HYLAN BLVD/WOODVALE AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25']",UNKNOWN,SIM2
201193,W,MTA_201193,40.506862,0,-74.232957,HYLAN BLVD/BEDELL AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
201195,W,MTA_201195,40.505648,0,-74.238013,HYLAN BLVD/SPRAGUE AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
202239,SW,MTA_202239,40.558578,0,-74.198122,ARTHUR KILL RD/ARDEN AV,"['MTA NYCT_S74', 'MTA NYCT_S84', 'MTA NYCT_SIM2', 'MTA NYCT_SIM22']",UNKNOWN,SIM2
202289,SE,MTA_202289,40.556295,0,-74.203767,ARTHUR KILL RD/VETERANS RD EAST,"['MTA NYCT_S74', 'MTA NYCT_SIM2', 'MTA NYCT_SIM22', 'MTA NYCT_SIM23', 'MTA NYCT_SIM24']",UNKNOWN,SIM2
202292,SE,MTA_202292,40.558516,0,-74.197503,ARDEN AV/ARTHUR KILL RD,"['MTA NYCT_S56', 'MTA NYCT_SIM2', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM23']",UNKNOWN,SIM2
202295,SE,MTA_202295,40.554943,0,-74.193757,ARDEN AV/HAMPTON GREEN,"['MTA NYCT_S56', 'MTA NYCT_SIM2', 'MTA NYCT_SIM4C']",UNKNOWN,SIM2
202886,NW,MTA_202886,40.554845,0,-74.193451,ARDEN AV/HAMPTON GREEN,"['MTA NYCT_S56', 'MTA NYCT_SIM2', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM23']",UNKNOWN,SIM2
202913,SW,MTA_202913,40.549655,0,-74.188078,WOODROW RD/ALMOND ST,"['MTA NYCT_S56', 'MTA NYCT_SIM2', 'MTA NYCT_SIM4C']",UNKNOWN,SIM2
203390,W,MTA_203390,40.504308,0,-74.244701,HYLAN BLVD/CHELSEA ST,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
203483,N,MTA_203483,40.502982,0,-74.251287,HYLAN BLVD/CRAIG AV,"['MTA NYCT_S59', 'MTA NYCT_S78', 'MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
203580,SE,MTA_203580,40.539894,0,-74.19584,HUGUENOT AV/RATHBUN AV,"['MTA NYCT_SIM2', 'MTA NYCT_SIM24']",UNKNOWN,SIM2
203582,SE,MTA_203582,40.53452,0,-74.193212,HUGUENOT AV/ DRUMGOOLE RD EAST,"['MTA NYCT_SIM2', 'MTA NYCT_SIM24']",UNKNOWN,SIM2
203586,NW,MTA_203586,40.550223,0,-74.187657,ARDEN AV/WOODROW RD,"['MTA NYCT_SIM2', 'MTA NYCT_SIM23']",UNKNOWN,SIM2
203824,NW,MTA_203824,40.539391,0,-74.195464,HUGUENOT AV/RAMONA AV,"['MTA NYCT_SIM2', 'MTA NYCT_SIM24']",UNKNOWN,SIM2
203827,SW,MTA_203827,40.557795,0,-74.206787,ARTHUR KILL RD/WEST SERVICE RD,"['MTA NYCT_SIM2', 'MTA NYCT_SIM23', 'MTA NYCT_SIM24']",UNKNOWN,SIM2
203833,S,MTA_203833,40.502981,0,-74.25147,CRAIG AV/HYLAN BLVD,"['MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
250057,NW,MTA_250057,40.534502,0,-74.193012,HUGUENOT AV/DRUMGOOLE RD EAST,['MTA NYCT_SIM2'],UNKNOWN,SIM2
250058,N,MTA_250058,40.591974,0,-74.19263,GLEN ST/VICTORY BLVD,"['MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
250059,S,MTA_250059,40.589609,0,-74.19407,WEST SHORE EXPWY/VICTORY BLVD,"['MTA NYCT_SIM2', 'MTA NYCT_SIM25', 'MTA NYCT_SIM26']",UNKNOWN,SIM2
250065,NW,MTA_250065,40.531628,0,-74.191492,HUGUENOT AV/AMBOY RD,"['MTA NYCT_SIM2', 'MTA NYCT_SIM24']",UNKNOWN,SIM2
250066,SE,MTA_250066,40.531769,0,-74.191697,HUGUENOT AV/AMBOY RD,"['MTA NYCT_SIM2', 'MTA NYCT_SIM24']",UNKNOWN,SIM2
404219,SW,MTA_404219,40.713766,0,-74.006749,BROADWAY/WARREN ST,"['MTA NYCT_M22', 'MTA NYCT_SIM2', 'MTA NYCT_SIM34']",UNKNOWN,SIM2
404220,SW,MTA_404220,40.711545,0,-74.008596,BROADWAY/VESEY ST,"['MTABC_BXM18', 'MTA NYCT_SIM2', 'MTA NYCT_SIM32', 'MTA NYCT_SIM34']",UNKNOWN,SIM2
404221,SW,MTA_404221,40.709415,0,-74.010424,BROADWAY/LIBERTY ST,"['MTA NYCT_SIM2', 'MTA NYCT_SIM34']",UNKNOWN,SIM2
404222,SW,MTA_404222,40.706587,0,-74.012746,BROADWAY/EXCHANGE ALLEY,"['MTA NYCT_SIM2', 'MTA NYCT_SIM32', 'MTA NYCT_SIM34']",UNKNOWN,SIM2
404243,SE,MTA_404243,40.716552,0,-74.005256,WORTH ST/CHURCH ST,['MTA NYCT_SIM2'],UNKNOWN,SIM2
404956,W,MTA_404956,40.704955,0,-74.015609,BATTERY PL/WASHINGTON ST,['MTA NYCT_SIM2'],UNKNOWN,SIM2
905086,NE,MTA_905086,40.556666,0,-74.203716,VETERANS RD EAST/ARTHUR KILL RD,"['MTA NYCT_SIM2', 'MTA NYCT_SIM22', 'MTA NYCT_SIM25']",UNKNOWN,SIM2
300044,NW,MTA_300044,40.61322,0,-74.012413,86 ST/14 AV,"['MTA NYCT_B1', 'MTA NYCT_B64', 'MTA NYCT_X28', 'MTA NYCT_X38']",UNKNOWN,B64
300045,NW,MTA_300045,40.614061,0,-74.013726,86 ST/13 AV,"['MTA NYCT_B1', 'MTA NYCT_B64']",UNKNOWN,B64
300046,NE,MTA_300046,40.615392,0,-74.012419,13 AV/84 ST,['MTA NYCT_B64'],UNKNOWN,B64
300047,NE,MTA_300047,40.616543,0,-74.011238,13 AV/82 ST,['MTA NYCT_B64'],UNKNOWN,B64
300048,NE,MTA_300048,40.618206,0,-74.009502,13 AV/79 ST,['MTA NYCT_B64'],UNKNOWN,B64
300049,NE,MTA_300049,40.619307,0,-74.008353,13 AV/77 ST,['MTA NYCT_B64'],UNKNOWN,B64
300050,NE,MTA_300050,40.620531,0,-74.007085,13 AV/BAY RIDGE PKWY,['MTA NYCT_B64'],UNKNOWN,B64
300051,NE,MTA_300051,40.621657,0,-74.005904,13 AV/73 ST,['MTA NYCT_B64'],UNKNOWN,B64
300052,NE,MTA_300052,40.62276,0,-74.004769,13 AV/71 ST,['MTA NYCT_B64'],UNKNOWN,B64
300053,NW,MTA_300053,40.624096,0,-74.004425,BAY RIDGE AV/13 AV,['MTA NYCT_B64'],UNKNOWN,B64
300054,NW,MTA_300054,40.62526,0,-74.006365,BAY RIDGE AV/12 AV,['MTA NYCT_B64'],UNKNOWN,B64
300055,NW,MTA_300055,40.6266,0,-74.008588,BAY RIDGE AV/11 AV,['MTA NYCT_B64'],UNKNOWN,B64
300056,NW,MTA_300056,40.62789,0,-74.010721,BAY RIDGE AV/10 AV,['MTA NYCT_B64'],UNKNOWN,B64
300057,NW,MTA_300057,40.628927,0,-74.012433,BAY RIDGE AV/FORT HAMILTON PKWY,['MTA NYCT_B64'],UNKNOWN,B64
300060,NW,MTA_300060,40.631427,0,-74.018741,OVINGTON AV/6 AV,['MTA NYCT_B64'],UNKNOWN,B64
300061,NW,MTA_300061,40.632552,0,-74.018875,BAY RIDGE AV/6 AV,['MTA NYCT_B64'],UNKNOWN,B64
300062,NW,MTA_300062,40.633457,0,-74.020864,BAY RIDGE AV/5 AV,['MTA NYCT_B64'],UNKNOWN,B64
300063,NW,MTA_300063,40.634837,0,-74.023869,BAY RIDGE AV/4 AV,"['MTA NYCT_B9', 'MTA NYCT_B64']",UNKNOWN,B64
300064,W,MTA_300064,40.635935,0,-74.026507,BAY RIDGE AV/3 AV,"['MTA NYCT_B9', 'MTA NYCT_B64', 'MTA NYCT_X27', 'MTA NYCT_X37']",UNKNOWN,B64
300065,W,MTA_300065,40.636711,0,-74.029008,BAY RIDGE AV/RIDGE BLVD,"['MTA NYCT_B9', 'MTA NYCT_B64']",UNKNOWN,B64
300066,W,MTA_300066,40.637514,0,-74.031606,BAY RIDGE AV/COLONIAL RD,"['MTA NYCT_B9', 'MTA NYCT_B64', 'MTA NYCT_X27', 'MTA NYCT_X37']",UNKNOWN,B64
300067,SW,MTA_300067,40.637879,0,-74.034089,NARROWS AV/BAY RIDGE AV,"['MTA NYCT_B9', 'MTA NYCT_B64']",UNKNOWN,B64
300068,S,MTA_300068,40.63658,0,-74.034621,NARROWS AV/MACKAY PL,"['MTA NYCT_B9', 'MTA NYCT_B64']",UNKNOWN,B64
300071,E,MTA_300071,40.63857,0,-74.035368,BAY RIDGE AV/SHORE RD,"['MTA NYCT_B9', 'MTA NYCT_B64', 'MTA NYCT_X27', 'MTA NYCT_X37']",UNKNOWN,B64
300073,E,MTA_300073,40.637191,0,-74.030921,BAY RIDGE AV/COLONIAL RD,"['MTA NYCT_B9', 'MTA NYCT_B64', 'MTA NYCT_X27', 'MTA NYCT_X37']",UNKNOWN,B64
300074,E,MTA_300074,40.636379,0,-74.028312,BAY RIDGE AV/RIDGE BLVD,"['MTA NYCT_B9', 'MTA NYCT_B64']",UNKNOWN,B64
300075,SE,MTA_300075,40.635436,0,-74.02551,BAY RIDGE AV/3 AV,"['MTA NYCT_B9', 'MTA NYCT_B64']",UNKNOWN,B64
300076,SE,MTA_300076,40.634412,0,-74.02321,BAY RIDGE AV/4 AV,['MTA NYCT_B64'],UNKNOWN,B64
300077,SE,MTA_300077,40.633496,0,-74.02121,BAY RIDGE AV/5 AV,['MTA NYCT_B64'],UNKNOWN,B64
300078,SE,MTA_300078,40.632161,0,-74.01833,BAY RIDGE AV/6 AV,['MTA NYCT_B64'],UNKNOWN,B64
300079,SE,MTA_300079,40.631622,0,-74.017124,BAY RIDGE AV/7 AV,['MTA NYCT_B64'],UNKNOWN,B64
300080,SE,MTA_300080,40.630779,0,-74.015733,BAY RIDGE AV/7 AV,['MTA NYCT_B64'],UNKNOWN,B64
300082,SE,MTA_300082,40.628414,0,-74.011816,BAY RIDGE AV/FORT HAMILTON PKWY,['MTA NYCT_B64'],UNKNOWN,B64
300084,SE,MTA_300084,40.626114,0,-74.008008,BAY RIDGE AV/11 AV,['MTA NYCT_B64'],UNKNOWN,B64
300085,SE,MTA_300085,40.624783,0,-74.005803,BAY RIDGE AV/12 AV,['MTA NYCT_B64'],UNKNOWN,B64
300086,SE,MTA_300086,40.623729,0,-74.004056,BAY RIDGE AV/13 AV,['MTA NYCT_B64'],UNKNOWN,B64
300087,SW,MTA_300087,40.622354,0,-74.005403,13 AV/71 ST,['MTA NYCT_B64'],UNKNOWN,B64
300088,SW,MTA_300088,40.621231,0,-74.006574,13 AV/73 ST,['MTA NYCT_B64'],UNKNOWN,B64
300089,SW,MTA_300089,40.620062,0,-74.007784,13 AV/BAY RIDGE PKWY,['MTA NYCT_B64'],UNKNOWN,B64
300090,SW,MTA_300090,40.618933,0,-74.008958,13 AV/77 ST,['MTA NYCT_B64'],UNKNOWN,B64
300091,SW,MTA_300091,40.6178,0,-74.010143,13 AV/79 ST,['MTA NYCT_B64'],UNKNOWN,B64
300092,SW,MTA_300092,40.616153,0,-74.011854,13 AV/82 ST,['MTA NYCT_B64'],UNKNOWN,B64
300093,SW,MTA_300093,40.614506,0,-74.013568,13 AV/85 ST,['MTA NYCT_B64'],UNKNOWN,B64
300094,SE,MTA_300094,40.613803,0,-74.013665,86 ST/13 AV,"['MTA NYCT_B1', 'MTA NYCT_B64']",UNKNOWN,B64
300095,SE,MTA_300095,40.612745,0,-74.011895,86 ST/14 AV,"['MTA NYCT_B1', 'MTA NYCT_B64', 'MTA NYCT_X28', 'MTA NYCT_X38']",UNKNOWN,B64
300184,NE,MTA_300184,40.593023,0,-73.992179,25 AV/HARWAY AV,"['MTA NYCT_B3', 'MTA NYCT_B64']",UNKNOWN,B64
300283,SW,MTA_300283,40.592836,0,-73.992519,25 AV/HARWAY AV,"['MTA NYCT_B3', 'MTA NYCT_B64']",UNKNOWN,B64
305477,NW,MTA_305477,40.589018,0,-73.986243,HARWAY AV/28 AV,['MTA NYCT_B64'],UNKNOWN,B64
305479,NW,MTA_305479,40.590341,0,-73.988424,HARWAY AV/27 AV,['MTA NYCT_B64'],UNKNOWN,B64
305480,NW,MTA_305480,40.591214,0,-73.989875,HARWAY AV/BAY 43 ST,['MTA NYCT_B64'],UNKNOWN,B64
305481,NW,MTA_305481,40.59212,0,-73.991369,HARWAY AV/BAY 41 ST,['MTA NYCT_B64'],UNKNOWN,B64
305483,NW,MTA_305483,40.594552,0,-73.99116,BATH AV/25 AV,['MTA NYCT_B64'],UNKNOWN,B64
305484,NW,MTA_305484,40.595905,0,-73.993374,BATH AV/24 AV,['MTA NYCT_B64'],UNKNOWN,B64
305487,NW,MTA_305487,40.598853,0,-73.997645,BATH AV/BAY PKWY,['MTA NYCT_B64'],UNKNOWN,B64
305490,NW,MTA_305490,40.601699,0,-74.00184,BATH AV/20 AV,['MTA NYCT_B64'],UNKNOWN,B64
305493,NW,MTA_305493,40.604194,0,-74.006569,BATH AV/18 AV,['MTA NYCT_B64'],UNKNOWN,B64
305496,NW,MTA_305496,40.606955,0,-74.01111,BATH AV/16 AV,['MTA NYCT_B64'],UNKNOWN,B64
305500,NE,MTA_305500,40.610891,0,-74.013531,14 AV/BENSON AV,"['MTA NYCT_B64', 'MTA NYCT_X28', 'MTA NYCT_X38']",UNKNOWN,B64
305519,SE,MTA_305519,40.609123,0,-74.014975,BATH AV/14 AV,['MTA NYCT_B64'],UNKNOWN,B64
305522,SE,MTA_305522,40.606442,0,-74.010541,BATH AV/16 AV,['MTA NYCT_B64'],UNKNOWN,B64
305525,SE,MTA_305525,40.603642,0,-74.005877,BATH AV/18 AV,['MTA NYCT_B64'],UNKNOWN,B64
305528,SE,MTA_305528,40.601167,0,-74.001296,BATH AV/20 AV,['MTA NYCT_B64'],UNKNOWN,B64
305531,SE,MTA_305531,40.598227,0,-73.997018,BATH AV/BAY PKWY,['MTA NYCT_B64'],UNKNOWN,B64
305532,SE,MTA_305532,40.596819,0,-73.994973,BATH AV/23 AV,['MTA NYCT_B64'],UNKNOWN,B64
305537,SE,MTA_305537,40.591653,0,-73.990872,HARWAY AV/BAY 41 ST,['MTA NYCT_B64'],UNKNOWN,B64
305538,SE,MTA_305538,40.59075,0,-73.989382,HARWAY AV/BAY 43 ST,['MTA NYCT_B64'],UNKNOWN,B64
305539,SE,MTA_305539,40.589858,0,-73.987906,HARWAY AV/27 AV,['MTA NYCT_B64'],UNKNOWN,B64
305937,SW,MTA_305937,40.630164,0,-74.015207,8 AV/BAY RIDGE AV,"['MTA NYCT_B64', 'MTA NYCT_B70']",UNKNOWN,B64
306419,S,MTA_306419,40.579067,0,-73.982011,STILLWELL AV/NEPTUNE AV,"['MTA NYCT_B64', 'MTA NYCT_B68']",UNKNOWN,B64
306639,NW,MTA_306639,40.630285,0,-74.016212,70 ST/7 AV,['MTA NYCT_B64'],UNKNOWN,B64
306784,SE,MTA_306784,40.589012,0,-73.986506,HARWAY AV/BAY 47 ST,['MTA NYCT_B64'],UNKNOWN,B64
306822,SW,MTA_306822,40.611171,0,-74.013452,14 AV/BENSON AV,"['MTA NYCT_B64', 'MTA NYCT_X28', 'MTA NYCT_X38']",UNKNOWN,B64
306880,NE,MTA_306880,40.637203,0,-74.036023,SHORE RD/MACKAY PL,['MTA NYCT_B64'],UNKNOWN,B64
306979,N,MTA_306979,40.584708,0,-73.98287,STILLWELL AV/AVENUE Z,['MTA NYCT_B64'],UNKNOWN,B64
306980,N,MTA_306980,40.586421,0,-73.983197,STILLWELL AV/W 15 PL,['MTA NYCT_B64'],UNKNOWN,B64
306982,SE,MTA_306982,40.587645,0,-73.984241,HARWAY AV/BAY 50 ST,['MTA NYCT_B64'],UNKNOWN,B64
306983,S,MTA_306983,40.58442,0,-73.983043,STILLWELL AV/AVENUE Z,['MTA NYCT_B64'],UNKNOWN,B64
307049,S,MTA_307049,40.586259,0,-73.983403,STILLWELL AV/W 15 PL,['MTA NYCT_B64'],UNKNOWN,B64
307133,SE,MTA_307133,40.630101,0,-74.014612,BAY RIDGE AV/8 AV,['MTA NYCT_B64'],UNKNOWN,B64
307200,E,MTA_307200,40.638,0,-74.03353,BAY RIDGE AV/NARROWS AV,"['MTA NYCT_B9', 'MTA NYCT_B64']",UNKNOWN,B64
307712,NW,MTA_307712,40.609343,0,-74.015069,BATH AV/14 AV,['MTA NYCT_B64'],UNKNOWN,B64
307713,S,MTA_307713,40.581461,0,-73.982482,STILLWELL AV/2670 STILLWELL AV,['MTA NYCT_B64'],UNKNOWN,B64
307975,N,MTA_307975,40.582191,0,-73.98241,STILLWELL AV/NEPTUNE AV,['MTA NYCT_B64'],UNKNOWN,B64
308014,SE,MTA_308014,40.594354,0,-73.991106,BATH AV/25 AV,['MTA NYCT_B64'],UNKNOWN,B64
308201,SE,MTA_308201,40.627445,0,-74.010206,BAY RIDGE AV /10 AV,['MTA NYCT_B64'],UNKNOWN,B64
308219,SE,MTA_308219,40.607828,0,-74.012828,BATH AV/15 AV,['MTA NYCT_B64'],UNKNOWN,B64
308220,SE,MTA_308220,40.604968,0,-74.008103,BATH AV/17 AV,['MTA NYCT_B64'],UNKNOWN,B64
308222,SE,MTA_308222,40.59974,0,-73.999211,BATH AV/21 AV,['MTA NYCT_B64'],UNKNOWN,B64
308223,SE,MTA_308223,40.595422,0,-73.99287,BATH AV/24 AV,['MTA NYCT_B64'],UNKNOWN,B64
308224,NW,MTA_308224,40.597357,0,-73.995466,BATH AV/23 AV,['MTA NYCT_B64'],UNKNOWN,B64
308225,NW,MTA_308225,40.599976,0,-73.999276,BATH AV/21 AV,['MTA NYCT_B64'],UNKNOWN,B64
